date,state,district,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_enrolment,total_biometric_updates,biometric_to_enrolment_ratio,elderly_update_pressure,child_update_pressure,service_stress_risk
2025-02-09,tamil nadu,krishnagiri,81,14,0,205.0,225.0,,,95,430.0,4.479166666666667,,,0.0019121309142653858
2025-02-09,tamil nadu,madurai,212,23,0,406.0,546.0,,,235,952.0,4.033898305084746,,,0.0017220483692997847
2025-02-09,tamil nadu,mayiladuthurai,6,2,0,17.0,13.0,,,8,30.0,3.3333333333333335,,,0.001422981145499822
2025-02-09,tamil nadu,nagapattinam,62,18,0,80.0,225.0,,,80,305.0,3.765432098765432,,,0.00160744166436091
2025-02-09,tamil nadu,namakkal,143,7,0,67.0,312.0,,,150,379.0,2.5099337748344372,,,0.00107147653141278
2025-02-09,tamil nadu,perambalur,33,3,0,38.0,196.0,,,36,234.0,6.324324324324325,,,0.002699818281461825
2025-02-09,tamil nadu,pudukkottai,95,22,0,138.0,397.0,,,117,535.0,4.533898305084746,,,0.0019354955411247578
2025-02-09,tamil nadu,ramanathapuram,56,6,0,122.0,328.0,,,62,450.0,7.142857142857143,,,0.0030492453117853327
2025-02-09,tamil nadu,ranipet,2,0,0,0.0,1.0,,,2,1.0,0.3333333333333333,,,0.0001422981145499822
2025-02-09,tamil nadu,salem,122,21,0,221.0,449.0,,,143,670.0,4.652777777777778,,,0.0019862445155935013
2025-02-09,tamil nadu,sivaganga,78,4,0,128.0,291.0,,,82,419.0,5.048192771084337,,,0.002155044939630453
2025-02-09,tamil nadu,tenkasi,16,4,0,15.0,10.0,,,20,25.0,1.1904761904761905,,,0.0005082075519642222
2025-02-09,tamil nadu,thanjavur,102,27,1,123.0,307.0,,,130,430.0,3.282442748091603,,,0.0014012562425150918
2025-02-09,tamil nadu,the nilgiris,21,5,0,61.0,125.0,,,26,186.0,6.888888888888889,,,0.002940827700699632
2025-02-09,tamil nadu,theni,62,10,0,77.0,186.0,,,72,263.0,3.6027397260273974,,,0.0015379892106840542
2025-02-09,tamil nadu,thiruvallur,2,1,0,2.0,14.0,,,3,16.0,4.0,,,0.0017075773745997864
2025-02-09,tamil nadu,thiruvarur,77,30,1,144.0,121.0,,,108,265.0,2.4311926605504586,,,0.0010378623951122555
2025-02-09,tamil nadu,thoothukkudi,74,7,0,86.0,186.0,,,81,272.0,3.317073170731707,,,0.0014160397740583595
2025-02-09,tamil nadu,tiruchirappalli,158,22,0,170.0,572.0,,,180,742.0,4.099447513812155,,,0.0017500309557362452
2025-02-09,tamil nadu,tirunelveli,161,20,0,477.0,547.0,,,181,1024.0,5.626373626373627,,,0.0024018670763601394
2025-02-09,tamil nadu,tirupattur,12,1,0,20.0,17.0,,,13,37.0,2.642857142857143,,,0.0011282207653605732
2025-02-09,tamil nadu,tiruppur,86,15,0,293.0,400.0,,,101,693.0,6.794117647058823,,,0.002900370393621696
2025-02-09,tamil nadu,tiruvallur,119,38,2,323.0,597.0,,,159,920.0,5.75,,,0.002454642475987193
2025-02-09,tamil nadu,tiruvannamalai,132,14,1,206.0,261.0,,,147,467.0,3.1554054054054053,,,0.0013470247194900342
2025-02-09,tamil nadu,tuticorin,1,0,0,,,,,1,,,,,0.0
2025-02-09,tamil nadu,vellore,111,16,0,257.0,451.0,,,127,708.0,5.53125,,,0.0023612593383137673
2025-02-09,tamil nadu,villupuram,103,23,0,294.0,152.0,,,126,446.0,3.5118110236220472,,,0.001499172261951781
2025-02-09,tamil nadu,viluppuram,64,13,0,62.0,261.0,,,77,323.0,4.141025641025641,,,0.0017677804230632407
2025-02-09,tamil nadu,virudhunagar,114,7,0,214.0,306.0,,,121,520.0,4.262295081967213,,,0.001819549661458789
2025-02-09,telangana,adilabad,71,12,0,214.0,315.0,,,83,529.0,6.2976190476190474,,,0.0026884179498907353
2025-02-09,telangana,bhadradri kothagudem,56,4,0,59.0,82.0,,,60,141.0,2.3114754098360657,,,0.0009867557779449586
2025-02-09,telangana,hanumakonda,22,0,0,7.0,92.0,,,22,99.0,4.304347826086956,,,0.0018375017400584657
2025-02-09,telangana,hyderabad,232,70,3,672.0,549.0,,,305,1221.0,3.9901960784313726,,,0.0017033921359365515
2025-02-09,telangana,jagitial,28,2,0,26.0,26.0,,,30,52.0,1.6774193548387097,,,0.000716080834509588
2025-02-09,telangana,jangaon,2,0,0,2.0,0.0,,,2,2.0,0.6666666666666666,,,0.0002845962290999644
2025-02-09,telangana,jangoan,15,7,0,18.0,36.0,,,22,54.0,2.347826086956522,,,0.001002273676395527
2025-02-09,telangana,jayashankar bhupalpally,6,3,0,12.0,34.0,,,9,46.0,4.6,,,0.0019637139807897543
2025-02-09,telangana,jogulamba gadwal,17,9,0,33.0,26.0,,,26,59.0,2.185185185185185,,,0.0009328431953832167
2025-02-09,telangana,k.v. rangareddy,288,63,3,510.0,941.0,,,354,1451.0,4.087323943661972,,,0.001744855472214289
2025-02-09,telangana,kamareddy,40,4,0,57.0,69.0,,,44,126.0,2.8,,,0.0011953041622198503
2025-02-09,telangana,karimnagar,117,11,0,252.0,590.0,,,128,842.0,6.5271317829457365,,,0.002786395638397326
2025-02-09,telangana,khammam,57,84,0,211.0,135.0,,,141,346.0,2.436619718309859,,,0.001040179175372405
2025-02-09,telangana,komaram bheem,24,2,0,22.0,68.0,,,26,90.0,3.3333333333333335,,,0.001422981145499822
2025-02-09,telangana,mahabubabad,21,4,0,28.0,30.0,,,25,58.0,2.230769230769231,,,0.000952302766603727
2025-02-09,telangana,mahabubnagar,178,53,0,566.0,754.0,,,231,1320.0,5.689655172413793,,,0.00242888161042211
2025-02-09,telangana,mancherial,19,3,0,45.0,51.0,,,22,96.0,4.173913043478261,,,0.001781819869147603
2025-02-09,telangana,medak,128,37,0,287.0,565.0,,,165,852.0,5.132530120481928,,,0.0021910480770467138
2025-02-09,telangana,medchal-malkajgiri,37,14,0,46.0,106.0,,,51,152.0,2.923076923076923,,,0.0012478450045152285
2025-02-09,telangana,medchal−malkajgiri,14,2,0,31.0,21.0,,,16,52.0,3.0588235294117645,,,0.0013057944629292484
2025-02-09,telangana,mulugu,13,6,0,4.0,39.0,,,19,43.0,2.15,,,0.0009178228388473852
2025-02-09,telangana,nagarkurnool,29,8,0,33.0,48.0,,,37,81.0,2.1315789473684212,,,0.0009099589956748863
2025-02-09,telangana,nalgonda,126,25,0,269.0,466.0,,,151,735.0,4.8355263157894735,,,0.0020642588327809915
2025-02-09,telangana,narayanpet,16,7,0,26.0,34.0,,,23,60.0,2.5,,,0.0010672358591248667
2025-02-09,telangana,nirmal,24,2,0,31.0,66.0,,,26,97.0,3.5925925925925926,,,0.0015336574568164747
2025-02-09,telangana,nizamabad,140,10,0,272.0,435.0,,,150,707.0,4.682119205298013,,,0.001998770205036505
2025-02-09,telangana,peddapalli,10,2,1,12.0,60.0,,,13,72.0,5.142857142857143,,,0.00219545662448544
2025-02-09,telangana,rajanna sircilla,14,2,0,33.0,39.0,,,16,72.0,4.235294117647059,,,0.001808023102517421
2025-02-09,telangana,rangareddy,1,1,0,5.0,11.0,,,2,16.0,5.333333333333333,,,0.002276769832799715
2025-02-09,telangana,sangareddy,31,12,0,58.0,59.0,,,43,117.0,2.659090909090909,,,0.0011351508683419035
2025-02-09,telangana,siddipet,25,6,0,37.0,76.0,,,31,113.0,3.53125,,,0.0015074706510138738
2025-02-09,telangana,suryapet,50,10,0,48.0,89.0,,,60,137.0,2.2459016393442623,,,0.000958762706230208
2025-02-09,telangana,vikarabad,41,11,0,46.0,49.0,,,52,95.0,1.7924528301886793,,,0.0007651879744668854
2025-02-09,telangana,wanaparthy,26,9,0,30.0,53.0,,,35,83.0,2.3055555555555554,,,0.000984228625637377
2025-02-09,telangana,warangal,49,10,0,212.0,286.0,,,59,498.0,8.3,,,0.0035432230522945574
2025-02-09,telangana,warangal (urban),1,0,0,,,,,1,,,,,0.0
2025-02-09,telangana,warangal rural,10,1,0,18.0,37.0,,,11,55.0,4.583333333333333,,,0.0019565990750622553
2025-02-09,telangana,warangal urban,16,1,0,31.0,25.0,,,17,56.0,3.111111111111111,,,0.0013281157357998338
2025-02-09,telangana,yadadri.,22,3,0,36.0,49.0,,,25,85.0,3.269230769230769,,,0.0013956161234709792
2025-02-09,tripura,dhalai,17,20,0,68.0,97.0,,,37,165.0,4.342105263157895,,,0.0018536201763747681
2025-02-09,tripura,gomati,7,3,0,30.0,18.0,,,10,48.0,4.363636363636363,,,0.0018628116813815849
2025-02-09,tripura,khowai,5,0,1,10.0,10.0,,,6,20.0,2.857142857142857,,,0.0012196981247141333
2025-02-09,tripura,north tripura,19,12,1,76.0,164.0,,,32,240.0,7.2727272727272725,,,0.0031046861356359753
2025-02-09,tripura,sepahijala,23,9,0,61.0,30.0,,,32,91.0,2.757575757575758,,,0.0011771934930953074
2025-02-09,tripura,south tripura,31,26,0,63.0,182.0,,,57,245.0,4.224137931034483,,,0.001803260589555809
2025-02-09,tripura,unakoti,7,4,0,25.0,35.0,,,11,60.0,5.0,,,0.0021344717182497333
2025-02-09,tripura,west tripura,40,24,1,68.0,249.0,,,65,317.0,4.803030303030303,,,0.0020503864687429255
2025-02-09,uttar pradesh,agra,122,139,4,503.0,329.0,,,265,832.0,3.1278195488721803,,,0.0013352484733712615
2025-02-09,uttar pradesh,aligarh,152,111,2,504.0,279.0,,,265,783.0,2.943609022556391,,,0.0012566100416462713
2025-02-09,uttar pradesh,allahabad,161,167,0,949.0,423.0,,,328,1372.0,4.170212765957447,,,0.0017802402416040328
2025-02-09,uttar pradesh,ambedkar nagar,53,121,2,335.0,169.0,,,176,504.0,2.847457627118644,,,0.001215563554799848
2025-02-09,uttar pradesh,amethi,88,87,0,330.0,161.0,,,175,491.0,2.789772727272727,,,0.0011909381973416123
2025-02-09,uttar pradesh,amroha,62,57,1,325.0,121.0,,,120,446.0,3.6859504132231407,,,0.0015735113823791421
2025-02-09,uttar pradesh,auraiya,46,46,0,89.0,71.0,,,92,160.0,1.7204301075268817,,,0.0007344418815482953
2025-02-09,uttar pradesh,ayodhya,20,5,0,26.0,23.0,,,25,49.0,1.8846153846153846,,,0.0008045316476479763
2025-02-09,uttar pradesh,azamgarh,127,193,0,655.0,406.0,,,320,1061.0,3.305295950155763,,,0.0014110121452105711
2025-02-09,uttar pradesh,baghpat,55,48,4,157.0,109.0,,,107,266.0,2.462962962962963,,,0.0010514249575082019
2025-02-09,uttar pradesh,bahraich,181,231,17,533.0,176.0,,,429,709.0,1.6488372093023256,,,0.0007038792782507259
2025-02-09,uttar pradesh,ballia,66,108,0,483.0,271.0,,,174,754.0,4.308571428571429,,,0.0018393047720689129
2025-02-09,uttar pradesh,balrampur,59,119,0,210.0,171.0,,,178,381.0,2.1284916201117317,,,0.0009086410331320093
2025-02-09,uttar pradesh,banda,61,92,0,333.0,170.0,,,153,503.0,3.2662337662337664,,,0.0013943367198436568
2025-02-09,uttar pradesh,bara banki,122,101,0,500.0,320.0,,,223,820.0,3.6607142857142856,,,0.001562738222289983
2025-02-09,uttar pradesh,barabanki,6,4,0,4.0,28.0,,,10,32.0,2.909090909090909,,,0.0012418744542543902
2025-02-09,uttar pradesh,bareilly,160,156,2,574.0,275.0,,,318,849.0,2.6614420062695925,,,0.0011361545384288548
2025-02-09,uttar pradesh,basti,71,75,3,332.0,160.0,,,149,492.0,3.28,,,0.0014002134471718247
2025-02-09,uttar pradesh,bhadohi,5,5,0,25.0,9.0,,,10,34.0,3.090909090909091,,,0.0013194916076452894
2025-02-09,uttar pradesh,bijnor,111,59,0,434.0,280.0,,,170,714.0,4.175438596491228,,,0.0017824711190997768
2025-02-09,uttar pradesh,budaun,124,129,2,416.0,162.0,,,255,578.0,2.2578125,,,0.000963847385272145
2025-02-09,uttar pradesh,bulandshahar,2,2,0,0.0,3.0,,,4,3.0,0.6,,,0.0002561366061899679
2025-02-09,uttar pradesh,bulandshahr,177,125,3,566.0,276.0,,,305,842.0,2.7516339869281046,,,0.001174656984814559
2025-02-09,uttar pradesh,chandauli,62,96,1,363.0,142.0,,,159,505.0,3.15625,,,0.0013473852721451439
2025-02-09,uttar pradesh,chitrakoot,53,46,0,185.0,103.0,,,99,288.0,2.88,,,0.001229455709711846
2025-02-09,uttar pradesh,deoria,107,123,0,345.0,281.0,,,230,626.0,2.70995670995671,,,0.0011568651910167384
2025-02-09,uttar pradesh,etah,53,29,0,189.0,83.0,,,82,272.0,3.2771084337349397,,,0.0013989790538889817
2025-02-09,uttar pradesh,etawah,45,39,3,139.0,112.0,,,87,251.0,2.852272727272727,,,0.001217619093819734
2025-02-09,uttar pradesh,faizabad,85,73,0,421.0,148.0,,,158,569.0,3.5786163522012577,,,0.0015276910788479222
2025-02-09,uttar pradesh,farrukhabad,23,21,0,159.0,93.0,,,44,252.0,5.6,,,0.0023906083244397006
2025-02-09,uttar pradesh,fatehpur,67,81,1,453.0,184.0,,,149,637.0,4.246666666666667,,,0.0018128779793667735
2025-02-09,uttar pradesh,firozabad,85,65,1,252.0,183.0,,,151,435.0,2.861842105263158,,,0.0012217042071560973
2025-02-09,uttar pradesh,gautam buddha nagar,76,75,0,183.0,192.0,,,151,375.0,2.4671052631578947,,,0.0010531932820311183
2025-02-09,uttar pradesh,ghaziabad,94,106,6,355.0,331.0,,,206,686.0,3.314009661835749,,,0.0014147319794389536
2025-02-09,uttar pradesh,ghazipur,105,215,0,625.0,291.0,,,320,916.0,2.853582554517134,,,0.0012181782516615298
2025-02-09,uttar pradesh,gonda,117,136,3,376.0,244.0,,,256,620.0,2.412451361867704,,,0.0010298618407119334
2025-02-09,uttar pradesh,gorakhpur,107,193,3,407.0,533.0,,,303,940.0,3.0921052631578947,,,0.001320002246812335
2025-02-09,uttar pradesh,hamirpur,48,39,0,167.0,82.0,,,87,249.0,2.8295454545454546,,,0.0012079169496458718
2025-02-09,uttar pradesh,hapur,36,32,0,178.0,65.0,,,68,243.0,3.5217391304347827,,,0.0015034105145932905
2025-02-09,uttar pradesh,hardoi,125,120,3,494.0,228.0,,,248,722.0,2.8995983935742973,,,0.0012378221530733391
2025-02-09,uttar pradesh,hathras,72,36,2,323.0,111.0,,,110,434.0,3.90990990990991,,,0.0016691184247214128
2025-02-09,uttar pradesh,jalaun,29,33,0,180.0,117.0,,,62,297.0,4.714285714285714,,,0.00201250190577832
2025-02-09,uttar pradesh,jaunpur,82,221,2,812.0,432.0,,,305,1244.0,4.065359477124183,,,0.0017354789656880182
2025-02-09,uttar pradesh,jhansi,80,44,1,375.0,263.0,,,125,638.0,5.063492063492063,,,0.002161576121021158
2025-02-09,uttar pradesh,jyotiba phule nagar,2,1,0,0.0,2.0,,,3,2.0,0.5,,,0.0002134471718249733
2025-02-09,uttar pradesh,kannauj,24,32,1,116.0,82.0,,,57,198.0,3.413793103448276,,,0.0014573289662532661
2025-02-09,uttar pradesh,kanpur dehat,37,47,0,84.0,70.0,,,84,154.0,1.811764705882353,,,0.0007734321049657855
2025-02-09,uttar pradesh,kanpur nagar,100,146,7,477.0,359.0,,,253,836.0,3.2913385826771653,,,0.0014050538239817139
2025-02-09,uttar pradesh,kasganj,37,27,3,225.0,75.0,,,67,300.0,4.411764705882353,,,0.001883357398455647
2025-02-09,uttar pradesh,kaushambi,63,56,0,378.0,134.0,,,119,512.0,4.266666666666667,,,0.0018214158662397722
2025-02-09,uttar pradesh,kheri,168,187,1,611.0,265.0,,,356,876.0,2.453781512605042,,,0.0010475054482839026
2025-02-09,uttar pradesh,kushinagar,126,183,0,378.0,292.0,,,309,670.0,2.161290322580645,,,0.0009226426136950458
2025-02-09,uttar pradesh,lalitpur,75,47,3,386.0,193.0,,,125,579.0,4.595238095238095,,,0.0019616811505818975
2025-02-09,uttar pradesh,lucknow,180,131,1,433.0,508.0,,,312,941.0,3.0063897763578273,,,0.0012834107903341844
2025-02-09,uttar pradesh,maharajganj,56,149,1,311.0,202.0,,,206,513.0,2.4782608695652173,,,0.0010579555473063894
2025-02-09,uttar pradesh,mahoba,38,35,0,173.0,71.0,,,73,244.0,3.2972972972972974,,,0.0014075975655484727
2025-02-09,uttar pradesh,mainpuri,49,81,0,318.0,148.0,,,130,466.0,3.5572519083969465,,,0.0015185707186326346
2025-02-09,uttar pradesh,mathura,88,86,0,243.0,168.0,,,174,411.0,2.3485714285714288,,,0.0010025918585150175
2025-02-09,uttar pradesh,mau,54,129,0,300.0,220.0,,,183,520.0,2.8260869565217392,,,0.001206440536402023
2025-02-09,uttar pradesh,meerut,144,134,1,423.0,243.0,,,279,666.0,2.3785714285714286,,,0.001015398688824516
2025-02-09,uttar pradesh,mirzapur,75,91,0,421.0,173.0,,,166,594.0,3.55688622754491,,,0.001518414611545319
2025-02-09,uttar pradesh,moradabad,117,65,1,296.0,276.0,,,183,572.0,3.108695652173913,,,0.0013270845900422252
2025-02-09,uttar pradesh,muzaffarnagar,80,51,0,389.0,254.0,,,131,643.0,4.871212121212121,,,0.0020794929012645127
2025-02-09,uttar pradesh,pilibhit,54,32,1,186.0,120.0,,,87,306.0,3.477272727272727,,,0.0014844280586009506
2025-02-09,uttar pradesh,pratapgarh,114,122,1,571.0,233.0,,,237,804.0,3.3781512605042017,,,0.001442113665103181
2025-02-09,uttar pradesh,prayagraj,15,17,0,54.0,50.0,,,32,104.0,3.1515151515151514,,,0.0013453639921089224
2025-02-09,uttar pradesh,rae bareli,89,62,0,291.0,195.0,,,151,486.0,3.1973684210526314,,,0.001364938493512329
2025-02-09,uttar pradesh,rampur,76,82,1,307.0,181.0,,,159,488.0,3.05,,,0.001302027748132337
2025-02-09,uttar pradesh,saharanpur,109,50,1,591.0,329.0,,,160,920.0,5.714285714285714,,,0.0024393962494282666
2025-02-09,uttar pradesh,sambhal,100,81,1,352.0,132.0,,,182,484.0,2.6448087431693987,,,0.0011290538924949407
2025-02-09,uttar pradesh,sant kabir nagar,44,82,0,194.0,137.0,,,126,331.0,2.606299212598425,,,0.0011126143917175773
2025-02-09,uttar pradesh,sant ravidas nagar,39,78,0,317.0,105.0,,,117,422.0,3.5762711864406778,,,0.001526689940849809
2025-02-09,uttar pradesh,sant ravidas nagar bhadohi,0,1,0,2.0,1.0,,,1,3.0,1.5,,,0.0006403415154749199
2025-02-09,uttar pradesh,shahjahanpur,111,93,3,534.0,160.0,,,207,694.0,3.3365384615384617,,,0.0014243493966012643
2025-02-09,uttar pradesh,shamli,80,63,3,262.0,163.0,,,146,425.0,2.891156462585034,,,0.0012342183404845395
2025-02-09,uttar pradesh,shrawasti,43,55,4,143.0,84.0,,,102,227.0,2.203883495145631,,,0.0009408253981411444
2025-02-09,uttar pradesh,siddharthnagar,88,127,10,276.0,157.0,,,225,433.0,1.915929203539823,,,0.0008178993398248977
2025-02-09,uttar pradesh,sitapur,234,279,8,883.0,310.0,,,521,1193.0,2.28544061302682,,,0.0009756416704490159
2025-02-09,uttar pradesh,sonbhadra,80,45,0,398.0,169.0,,,125,567.0,4.5,,,0.0019210245464247597
2025-02-09,uttar pradesh,sultanpur,104,105,3,385.0,172.0,,,212,557.0,2.615023474178404,,,0.0011163387296385927
2025-02-09,uttar pradesh,unnao,90,96,1,452.0,272.0,,,187,724.0,3.851063829787234,,,0.0016439973659710708
2025-02-09,uttar pradesh,varanasi,94,156,0,688.0,363.0,,,250,1051.0,4.187250996015936,,,0.001787513765641808
2025-02-09,uttarakhand,almora,8,2,0,39.0,39.0,,,10,78.0,7.090909090909091,,,0.003027068982245076
2025-02-09,uttarakhand,bageshwar,5,1,0,8.0,15.0,,,6,23.0,3.2857142857142856,,,0.001402652843421253
2025-02-09,uttarakhand,chamoli,6,1,0,36.0,28.0,,,7,64.0,8.0,,,0.0034151547491995727
2025-02-09,uttarakhand,dehradun,51,9,0,494.0,252.0,,,60,746.0,12.229508196721312,,,0.005220707874800987
2025-02-09,uttarakhand,garhwal,1,0,0,0.0,3.0,,,1,3.0,1.5,,,0.0006403415154749199
2025-02-09,uttarakhand,haridwar,26,15,0,124.0,139.0,,,41,263.0,6.261904761904762,,,0.0026731717233318087
2025-02-09,uttarakhand,nainital,17,4,0,86.0,69.0,,,21,155.0,7.045454545454546,,,0.003007664693897351
2025-02-09,uttarakhand,pauri garhwal,9,1,0,104.0,58.0,,,10,162.0,14.727272727272727,,,0.00628698942466285
2025-02-09,uttarakhand,pithoragarh,7,0,0,50.0,41.0,,,7,91.0,11.375,,,0.004855923159018142
2025-02-09,uttarakhand,rudraprayag,5,1,0,39.0,38.0,,,6,77.0,11.0,,,0.0046958377801494125
2025-02-09,uttarakhand,tehri garhwal,19,4,0,98.0,69.0,,,23,167.0,6.958333333333333,,,0.002970473141230878
2025-02-09,uttarakhand,udham singh nagar,53,6,0,139.0,168.0,,,59,307.0,5.116666666666666,,,0.0021842760583422266
2025-02-09,uttarakhand,uttarkashi,4,0,0,43.0,17.0,,,4,60.0,12.0,,,0.005122732123799359
2025-02-09,west bengal,alipurduar,23,7,0,18.0,23.0,,,30,41.0,1.3225806451612903,,,0.000564602196440252
2025-02-09,west bengal,bankura,117,35,1,389.0,360.0,,,153,749.0,4.863636363636363,,,0.0020762588532065585
2025-02-09,west bengal,barddhaman,314,79,0,615.0,731.0,,,393,1346.0,3.416243654822335,,,0.0014583750927736755
2025-02-09,west bengal,bardhaman,25,12,0,25.0,101.0,,,37,126.0,3.3157894736842106,,,0.001415491771049823
2025-02-09,west bengal,birbhum,186,21,0,321.0,467.0,,,207,788.0,3.7884615384615383,,,0.0016172728019046053
2025-02-09,west bengal,cooch behar,107,55,4,138.0,128.0,,,166,266.0,1.592814371257485,,,0.0006799634455741663
2025-02-09,west bengal,dakshin dinajpur,110,25,0,167.0,171.0,,,135,338.0,2.485294117647059,,,0.0010609580011300144
2025-02-09,west bengal,darjeeling,41,24,6,100.0,120.0,,,71,220.0,3.0555555555555554,,,0.0013043993833748366
2025-02-09,west bengal,darjiling,14,6,0,5.0,17.0,,,20,22.0,1.0476190476190477,,,0.0004472226457285155
2025-02-09,west bengal,east midnapore,42,12,0,62.0,120.0,,,54,182.0,3.309090909090909,,,0.0014126321917143688
2025-02-09,west bengal,haora,32,24,0,20.0,119.0,,,56,139.0,2.43859649122807,,,0.0010410230485498697
2025-02-09,west bengal,hooghly,184,90,2,456.0,514.0,,,276,970.0,3.5018050541516246,,,0.0014949007701821236
2025-02-09,west bengal,howrah,143,57,2,234.0,238.0,,,202,472.0,2.3251231527093594,,,0.0009925819221811565
2025-02-09,west bengal,hugli,3,0,0,3.0,5.0,,,3,8.0,2.0,,,0.0008537886872998932
2025-02-09,west bengal,jalpaiguri,85,56,2,214.0,249.0,,,143,463.0,3.2152777777777777,,,0.0013725838965967035
2025-02-09,west bengal,jhargram,15,6,0,18.0,25.0,,,21,43.0,1.9545454545454546,,,0.0008343843989521684
2025-02-09,west bengal,kalimpong,0,0,1,10.0,2.0,,,1,12.0,6.0,,,0.0025613660618996796
2025-02-09,west bengal,koch bihar,40,34,0,21.0,89.0,,,74,110.0,1.4666666666666666,,,0.0006261117040199216
2025-02-09,west bengal,kolkata,80,67,10,176.0,417.0,,,157,593.0,3.7531645569620253,,,0.0016022047201545463
2025-02-09,west bengal,malda,188,69,1,285.0,433.0,,,258,718.0,2.772200772200772,,,0.0011834368291145237
2025-02-09,west bengal,maldah,19,9,0,25.0,86.0,,,28,111.0,3.8275862068965516,,,0.001633974901556692
2025-02-09,west bengal,murshidabad,574,72,1,580.0,855.0,,,647,1435.0,2.2145061728395063,,,0.0009453601591630763
2025-02-09,west bengal,nadia,159,36,3,564.0,442.0,,,198,1006.0,5.055276381909548,,,0.002158068893024353
2025-02-09,west bengal,north 24 parganas,429,123,12,683.0,945.0,,,564,1628.0,2.88141592920354,,,0.0012300601618798462
2025-02-09,west bengal,north dinajpur,3,2,0,4.0,8.0,,,5,12.0,2.0,,,0.0008537886872998932
2025-02-09,west bengal,north twenty four parganas,28,7,0,25.0,109.0,,,35,134.0,3.7222222222222223,,,0.0015889956124748013
2025-02-09,west bengal,paschim bardhaman,25,6,2,27.0,52.0,,,33,79.0,2.323529411764706,,,0.0009919015631866407
2025-02-09,west bengal,paschim medinipur,265,94,4,677.0,694.0,,,363,1371.0,3.7664835164835164,,,0.0016078905086375735
2025-02-09,west bengal,purba bardhaman,44,3,2,54.0,62.0,,,49,116.0,2.32,,,0.000990394877267876
2025-02-09,west bengal,purba medinipur,301,29,1,659.0,522.0,,,331,1181.0,3.5572289156626504,,,0.0015185609031644184
2025-02-09,west bengal,purulia,10,8,0,6.0,24.0,,,18,30.0,1.5789473684210527,,,0.0006740437004999157
2025-02-09,west bengal,puruliya,190,62,3,488.0,603.0,,,255,1091.0,4.26171875,,,0.001819303628601921
2025-02-09,west bengal,south 24 parganas,396,127,3,799.0,1052.0,,,526,1851.0,3.512333965844402,,,0.00149939550302856
2025-02-09,west bengal,south dinajpur,10,1,0,4.0,15.0,,,11,19.0,1.5833333333333333,,,0.0006759160441124155
2025-02-09,west bengal,south twenty four parganas,61,18,1,52.0,255.0,,,80,307.0,3.7901234567901234,,,0.0016179822654386865
2025-02-09,west bengal,uttar dinajpur,281,129,1,297.0,503.0,,,411,800.0,1.941747572815534,,,0.0008289210556309643
2025-02-09,west bengal,west midnapore,28,12,0,37.0,110.0,,,40,147.0,3.5853658536585367,,,0.0015305724028424914
2025-02-11,andaman and nicobar islands,north and middle andaman,1,0,0,33.0,7.0,,,1,40.0,20.0,,,0.008537886872998933
2025-02-11,andaman and nicobar islands,south andaman,1,0,0,52.0,11.0,,,1,63.0,31.5,,,0.013447171824973318
2025-02-11,andhra pradesh,adilabad,20,8,0,79.0,222.0,,,28,301.0,10.379310344827585,,,0.004430868877194273
2025-02-11,andhra pradesh,alluri sitharama raju,19,1,0,62.0,71.0,,,20,133.0,6.333333333333333,,,0.002703664176449662
2025-02-11,andhra pradesh,anakapalli,12,0,0,9.0,6.0,,,12,15.0,1.1538461538461537,,,0.0004925703965191691
2025-02-11,andhra pradesh,anantapur,102,15,0,145.0,212.0,,,117,357.0,3.0254237288135593,,,0.0012915362769748385
2025-02-11,andhra pradesh,ananthapur,34,4,0,131.0,63.0,,,38,194.0,4.9743589743589745,,,0.002123525709438196
2025-02-11,andhra pradesh,ananthapuramu,64,5,0,169.0,53.0,,,69,222.0,3.1714285714285713,,,0.0013538649184326877
2025-02-11,andhra pradesh,annamayya,19,1,0,27.0,9.0,,,20,36.0,1.7142857142857142,,,0.0007318188748284798
2025-02-11,andhra pradesh,bapatla,10,1,0,20.0,8.0,,,11,28.0,2.3333333333333335,,,0.0009960868018498755
2025-02-11,andhra pradesh,chittoor,189,19,0,524.0,275.0,,,208,799.0,3.8229665071770333,,,0.0016320027778770685
2025-02-11,andhra pradesh,cuddapah,156,13,0,323.0,209.0,,,169,532.0,3.1294117647058823,,,0.001335928181304539
2025-02-11,andhra pradesh,dr. b. r. ambedkar konaseema,13,0,0,44.0,11.0,,,13,55.0,3.9285714285714284,,,0.0016770849214819332
2025-02-11,andhra pradesh,east godavari,198,8,0,903.0,300.0,,,206,1203.0,5.811594202898551,,,0.0024809366928062113
2025-02-11,andhra pradesh,eluru,19,0,0,13.0,12.0,,,19,25.0,1.25,,,0.0005336179295624333
2025-02-11,andhra pradesh,guntur,208,32,0,785.0,431.0,,,240,1216.0,5.045643153526971,,,0.002153956522316743
2025-02-11,andhra pradesh,hyderabad,120,29,0,243.0,350.0,,,149,593.0,3.953333333333333,,,0.001687655638562789
2025-02-11,andhra pradesh,kakinada,19,3,0,48.0,22.0,,,22,70.0,3.0434782608695654,,,0.0012992436545867941
2025-02-11,andhra pradesh,karim nagar,2,0,0,3.0,11.0,,,2,14.0,4.666666666666667,,,0.001992173603699751
